Site,Date,NDVI,NDVI_mean,usrt_strv_mean,Alltrail_nb_revw,HFI,HFIperc,Density_trail,PLUZ_NAME,TYPE,vegclass,UTM,UTM_mE,UTM_mN,Latitude,Longitude,Elevation,buffer_area,forest_perc,distance_water,distance_trail,distance_trail_m,Use_Type,season
60,2021-01-01,0.4283,0.50926862745098,0,0,340478.650880483,43.3510972628505,0,NA,No type,Coniferous Forest,11U,598652,5792998,52.2785,-115.554,1154,785039.343644388,46.2445344190937,60.9761060352991,918.080959564625,918.080959564625,No_trail_inbuf,winter
60,2021-02-01,0.2191,0.50926862745098,0,0,340478.650880483,43.3510972628505,0,NA,No type,Coniferous Forest,11U,598652,5792998,52.2785,-115.554,1154,785039.343644388,46.2445344190937,60.9761060352991,918.080959564625,918.080959564625,No_trail_inbuf,winter
60,2021-03-01,0.380791666666667,0.50926862745098,0,0,340478.650880483,43.3510972628505,0,NA,No type,Coniferous Forest,11U,598652,5792998,52.2785,-115.554,1154,785039.343644388,46.2445344190937,60.9761060352991,918.080959564625,918.080959564625,No_trail_inbuf,winter
60,2021-04-01,0.55055,0.50926862745098,0,0,340478.650880483,43.3510972628505,0,NA,No type,Coniferous Forest,11U,598652,5792998,52.2785,-115.554,1154,785039.343644388,46.2445344190937,60.9761060352991,918.080959564625,918.080959564625,No_trail_inbuf,winter
61,2019-12-01,0.0867833333333333,0.392161764705882,0,17,3968.67083899,0.505306970350065,0.0118936625830736,Job/Cline,PLUZ,Coniferous Forest,11U,530811,5788581,52.2468,-116.549,1790,785039.343644239,99.9999134110148,19.7261992665893,99.1563329616073,99.1563329616073,Mixed-Use,winter
61,2020-01-01,0.168708333333333,0.392161764705882,0,17,3968.67083899,0.505306970350065,0.0118936625830736,Job/Cline,PLUZ,Coniferous Forest,11U,530811,5788581,52.2468,-116.549,1790,785039.343644239,99.9999134110148,19.7261992665893,99.1563329616073,99.1563329616073,Mixed-Use,winter
61,2020-02-01,0.234691666666667,0.392161764705882,0,17,3968.67083899,0.505306970350065,0.0118936625830736,Job/Cline,PLUZ,Coniferous Forest,11U,530811,5788581,52.2468,-116.549,1790,785039.343644239,99.9999134110148,19.7261992665893,99.1563329616073,99.1563329616073,Mixed-Use,winter
61,2020-03-01,0.18905,0.392161764705882,0,17,3968.67083899,0.505306970350065,0.0118936625830736,Job/Cline,PLUZ,Coniferous Forest,11U,530811,5788581,52.2468,-116.549,1790,785039.343644239,99.9999134110148,19.7261992665893,99.1563329616073,99.1563329616073,Mixed-Use,winter
61,2020-04-01,0.208058333333333,0.392161764705882,0,17,3968.67083899,0.505306970350065,0.0118936625830736,Job/Cline,PLUZ,Coniferous Forest,11U,530811,5788581,52.2468,-116.549,1790,785039.343644239,99.9999134110148,19.7261992665893,99.1563329616073,99.1563329616073,Mixed-Use,winter
61,2020-12-01,0.234883333333333,0.392161764705882,0,17,3968.67083899,0.505306970350065,0.0118936625830736,Job/Cline,PLUZ,Coniferous Forest,11U,530811,5788581,52.2468,-116.549,1790,785039.343644239,99.9999134110148,19.7261992665893,99.1563329616073,99.1563329616073,Mixed-Use,winter
61,2021-01-01,0.280933333333333,0.392161764705882,0,17,3968.67083899,0.505306970350065,0.0118936625830736,Job/Cline,PLUZ,Coniferous Forest,11U,530811,5788581,52.2468,-116.549,1790,785039.343644239,99.9999134110148,19.7261992665893,99.1563329616073,99.1563329616073,Mixed-Use,winter
61,2021-02-01,0.142016666666667,0.392161764705882,0,17,3968.67083899,0.505306970350065,0.0118936625830736,Job/Cline,PLUZ,Coniferous Forest,11U,530811,5788581,52.2468,-116.549,1790,785039.343644239,99.9999134110148,19.7261992665893,99.1563329616073,99.1563329616073,Mixed-Use,winter
61,2021-03-01,0.228075,0.392161764705882,0,17,3968.67083899,0.505306970350065,0.0118936625830736,Job/Cline,PLUZ,Coniferous Forest,11U,530811,5788581,52.2468,-116.549,1790,785039.343644239,99.9999134110148,19.7261992665893,99.1563329616073,99.1563329616073,Mixed-Use,winter
61,2021-04-01,0.30845,0.392161764705882,0,17,3968.67083899,0.505306970350065,0.0118936625830736,Job/Cline,PLUZ,Coniferous Forest,11U,530811,5788581,52.2468,-116.549,1790,785039.343644239,99.9999134110148,19.7261992665893,99.1563329616073,99.1563329616073,Mixed-Use,winter
62,2019-12-01,0.170125,0.462804901960784,42.2795170847,0,162857.831127615,20.7357073900895,0,Kiska/Willson,PLUZ,Coniferous Forest,11U,537140,5786860,52.2309,-116.456,1365,785039.343644166,80.3693273545619,117.638869528694,1447.9740050456,1447.9740050456,No_trail_inbuf,winter
62,2020-01-01,0.24115,0.462804901960784,42.2795170847,0,162857.831127615,20.7357073900895,0,Kiska/Willson,PLUZ,Coniferous Forest,11U,537140,5786860,52.2309,-116.456,1365,785039.343644166,80.3693273545619,117.638869528694,1447.9740050456,1447.9740050456,No_trail_inbuf,winter
62,2020-02-01,0.1518125,0.462804901960784,42.2795170847,0,162857.831127615,20.7357073900895,0,Kiska/Willson,PLUZ,Coniferous Forest,11U,537140,5786860,52.2309,-116.456,1365,785039.343644166,80.3693273545619,117.638869528694,1447.9740050456,1447.9740050456,No_trail_inbuf,winter
62,2020-03-01,0.202675,0.462804901960784,42.2795170847,0,162857.831127615,20.7357073900895,0,Kiska/Willson,PLUZ,Coniferous Forest,11U,537140,5786860,52.2309,-116.456,1365,785039.343644166,80.3693273545619,117.638869528694,1447.9740050456,1447.9740050456,No_trail_inbuf,winter
62,2020-04-01,0.347575,0.462804901960784,42.2795170847,0,162857.831127615,20.7357073900895,0,Kiska/Willson,PLUZ,Coniferous Forest,11U,537140,5786860,52.2309,-116.456,1365,785039.343644166,80.3693273545619,117.638869528694,1447.9740050456,1447.9740050456,No_trail_inbuf,winter
62,2020-12-01,0.3890625,0.462804901960784,42.2795170847,0,162857.831127615,20.7357073900895,0,Kiska/Willson,PLUZ,Coniferous Forest,11U,537140,5786860,52.2309,-116.456,1365,785039.343644166,80.3693273545619,117.638869528694,1447.9740050456,1447.9740050456,No_trail_inbuf,winter
62,2021-01-01,0.2723,0.462804901960784,42.2795170847,0,162857.831127615,20.7357073900895,0,Kiska/Willson,PLUZ,Coniferous Forest,11U,537140,5786860,52.2309,-116.456,1365,785039.343644166,80.3693273545619,117.638869528694,1447.9740050456,1447.9740050456,No_trail_inbuf,winter
62,2021-02-01,0.211275,0.462804901960784,42.2795170847,0,162857.831127615,20.7357073900895,0,Kiska/Willson,PLUZ,Coniferous Forest,11U,537140,5786860,52.2309,-116.456,1365,785039.343644166,80.3693273545619,117.638869528694,1447.9740050456,1447.9740050456,No_trail_inbuf,winter
62,2021-03-01,0.30425,0.462804901960784,42.2795170847,0,162857.831127615,20.7357073900895,0,Kiska/Willson,PLUZ,Coniferous Forest,11U,537140,5786860,52.2309,-116.456,1365,785039.343644166,80.3693273545619,117.638869528694,1447.9740050456,1447.9740050456,No_trail_inbuf,winter
62,2021-04-01,0.444225,0.462804901960784,42.2795170847,0,162857.831127615,20.7357073900895,0,Kiska/Willson,PLUZ,Coniferous Forest,11U,537140,5786860,52.2309,-116.456,1365,785039.343644166,80.3693273545619,117.638869528694,1447.9740050456,1447.9740050456,No_trail_inbuf,winter
63,2019-12-01,0.1049,0.390876535947712,0,0,284606.702788,36.2372584075844,0,Upper Clearwater/Ram,PLUZ,Shrubland,11U,542959,5787748,52.2385,-116.371,1320,785039.343644204,45.2460414972981,156.009029565329,665.925712062035,665.925712062035,No_trail_inbuf,winter
63,2020-01-01,0.246041666666667,0.390876535947712,0,0,284606.702788,36.2372584075844,0,Upper Clearwater/Ram,PLUZ,Shrubland,11U,542959,5787748,52.2385,-116.371,1320,785039.343644204,45.2460414972981,156.009029565329,665.925712062035,665.925712062035,No_trail_inbuf,winter
63,2020-02-01,0.2262,0.390876535947712,0,0,284606.702788,36.2372584075844,0,Upper Clearwater/Ram,PLUZ,Shrubland,11U,542959,5787748,52.2385,-116.371,1320,785039.343644204,45.2460414972981,156.009029565329,665.925712062035,665.925712062035,No_trail_inbuf,winter
63,2020-03-01,0.13475,0.390876535947712,0,0,284606.702788,36.2372584075844,0,Upper Clearwater/Ram,PLUZ,Shrubland,11U,542959,5787748,52.2385,-116.371,1320,785039.343644204,45.2460414972981,156.009029565329,665.925712062035,665.925712062035,No_trail_inbuf,winter
63,2020-04-01,0.222375,0.390876535947712,0,0,284606.702788,36.2372584075844,0,Upper Clearwater/Ram,PLUZ,Shrubland,11U,542959,5787748,52.2385,-116.371,1320,785039.343644204,45.2460414972981,156.009029565329,665.925712062035,665.925712062035,No_trail_inbuf,winter
63,2020-12-01,0.240025,0.390876535947712,0,0,284606.702788,36.2372584075844,0,Upper Clearwater/Ram,PLUZ,Shrubland,11U,542959,5787748,52.2385,-116.371,1320,785039.343644204,45.2460414972981,156.009029565329,665.925712062035,665.925712062035,No_trail_inbuf,winter
63,2021-01-01,0.327425,0.390876535947712,0,0,284606.702788,36.2372584075844,0,Upper Clearwater/Ram,PLUZ,Shrubland,11U,542959,5787748,52.2385,-116.371,1320,785039.343644204,45.2460414972981,156.009029565329,665.925712062035,665.925712062035,No_trail_inbuf,winter
63,2021-02-01,0.192266666666667,0.390876535947712,0,0,284606.702788,36.2372584075844,0,Upper Clearwater/Ram,PLUZ,Shrubland,11U,542959,5787748,52.2385,-116.371,1320,785039.343644204,45.2460414972981,156.009029565329,665.925712062035,665.925712062035,No_trail_inbuf,winter
63,2021-03-01,0.266275,0.390876535947712,0,0,284606.702788,36.2372584075844,0,Upper Clearwater/Ram,PLUZ,Shrubland,11U,542959,5787748,52.2385,-116.371,1320,785039.343644204,45.2460414972981,156.009029565329,665.925712062035,665.925712062035,No_trail_inbuf,winter
63,2021-04-01,0.304166666666667,0.390876535947712,0,0,284606.702788,36.2372584075844,0,Upper Clearwater/Ram,PLUZ,Shrubland,11U,542959,5787748,52.2385,-116.371,1320,785039.343644204,45.2460414972981,156.009029565329,665.925712062035,665.925712062035,No_trail_inbuf,winter
64,2019-12-01,0.2589,0.61194431372549,0,0,NA,0,0,Kiska/Willson,PLUZ,Coniferous Forest,11U,547602,5789318,52.2522,-116.303,1384,785039.343644096,96.7093531714757,385.609390086386,1049.74511818261,1049.74511818261,No_trail_inbuf,winter
64,2020-01-01,0.43048,0.61194431372549,0,0,NA,0,0,Kiska/Willson,PLUZ,Coniferous Forest,11U,547602,5789318,52.2522,-116.303,1384,785039.343644096,96.7093531714757,385.609390086386,1049.74511818261,1049.74511818261,No_trail_inbuf,winter
64,2020-02-01,0.43639,0.61194431372549,0,0,NA,0,0,Kiska/Willson,PLUZ,Coniferous Forest,11U,547602,5789318,52.2522,-116.303,1384,785039.343644096,96.7093531714757,385.609390086386,1049.74511818261,1049.74511818261,No_trail_inbuf,winter
64,2020-03-01,0.29629,0.61194431372549,0,0,NA,0,0,Kiska/Willson,PLUZ,Coniferous Forest,11U,547602,5789318,52.2522,-116.303,1384,785039.343644096,96.7093531714757,385.609390086386,1049.74511818261,1049.74511818261,No_trail_inbuf,winter
64,2020-04-01,0.42409,0.61194431372549,0,0,NA,0,0,Kiska/Willson,PLUZ,Coniferous Forest,11U,547602,5789318,52.2522,-116.303,1384,785039.343644096,96.7093531714757,385.609390086386,1049.74511818261,1049.74511818261,No_trail_inbuf,winter
64,2020-12-01,0.38287,0.61194431372549,0,0,NA,0,0,Kiska/Willson,PLUZ,Coniferous Forest,11U,547602,5789318,52.2522,-116.303,1384,785039.343644096,96.7093531714757,385.609390086386,1049.74511818261,1049.74511818261,No_trail_inbuf,winter
64,2021-01-01,0.64068,0.61194431372549,0,0,NA,0,0,Kiska/Willson,PLUZ,Coniferous Forest,11U,547602,5789318,52.2522,-116.303,1384,785039.343644096,96.7093531714757,385.609390086386,1049.74511818261,1049.74511818261,No_trail_inbuf,winter
64,2021-02-01,0.46279,0.61194431372549,0,0,NA,0,0,Kiska/Willson,PLUZ,Coniferous Forest,11U,547602,5789318,52.2522,-116.303,1384,785039.343644096,96.7093531714757,385.609390086386,1049.74511818261,1049.74511818261,No_trail_inbuf,winter
64,2021-03-01,0.5143,0.61194431372549,0,0,NA,0,0,Kiska/Willson,PLUZ,Coniferous Forest,11U,547602,5789318,52.2522,-116.303,1384,785039.343644096,96.7093531714757,385.609390086386,1049.74511818261,1049.74511818261,No_trail_inbuf,winter
64,2021-04-01,0.61739,0.61194431372549,0,0,NA,0,0,Kiska/Willson,PLUZ,Coniferous Forest,11U,547602,5789318,52.2522,-116.303,1384,785039.343644096,96.7093531714757,385.609390086386,1049.74511818261,1049.74511818261,No_trail_inbuf,winter
65,2019-12-01,0.332241666666667,0.599218954248366,0,0,NA,0,0,Kiska/Willson,PLUZ,Coniferous Forest,11U,553786,5787928,52.2391,-116.212,1966,785039.343643996,99.9999999999979,65.2809991710654,1381.1162595106,1381.1162595106,No_trail_inbuf,winter
65,2020-01-01,0.56385,0.599218954248366,0,0,NA,0,0,Kiska/Willson,PLUZ,Coniferous Forest,11U,553786,5787928,52.2391,-116.212,1966,785039.343643996,99.9999999999979,65.2809991710654,1381.1162595106,1381.1162595106,No_trail_inbuf,winter
65,2020-02-01,0.562191666666667,0.599218954248366,0,0,NA,0,0,Kiska/Willson,PLUZ,Coniferous Forest,11U,553786,5787928,52.2391,-116.212,1966,785039.343643996,99.9999999999979,65.2809991710654,1381.1162595106,1381.1162595106,No_trail_inbuf,winter
65,2020-03-01,0.184741666666667,0.599218954248366,0,0,NA,0,0,Kiska/Willson,PLUZ,Coniferous Forest,11U,553786,5787928,52.2391,-116.212,1966,785039.343643996,99.9999999999979,65.2809991710654,1381.1162595106,1381.1162595106,No_trail_inbuf,winter
65,2020-04-01,0.498683333333333,0.599218954248366,0,0,NA,0,0,Kiska/Willson,PLUZ,Coniferous Forest,11U,553786,5787928,52.2391,-116.212,1966,785039.343643996,99.9999999999979,65.2809991710654,1381.1162595106,1381.1162595106,No_trail_inbuf,winter
65,2020-12-01,0.505625,0.599218954248366,0,0,NA,0,0,Kiska/Willson,PLUZ,Coniferous Forest,11U,553786,5787928,52.2391,-116.212,1966,785039.343643996,99.9999999999979,65.2809991710654,1381.1162595106,1381.1162595106,No_trail_inbuf,winter
65,2021-01-01,0.680108333333333,0.599218954248366,0,0,NA,0,0,Kiska/Willson,PLUZ,Coniferous Forest,11U,553786,5787928,52.2391,-116.212,1966,785039.343643996,99.9999999999979,65.2809991710654,1381.1162595106,1381.1162595106,No_trail_inbuf,winter
65,2021-02-01,0.556375,0.599218954248366,0,0,NA,0,0,Kiska/Willson,PLUZ,Coniferous Forest,11U,553786,5787928,52.2391,-116.212,1966,785039.343643996,99.9999999999979,65.2809991710654,1381.1162595106,1381.1162595106,No_trail_inbuf,winter
65,2021-03-01,0.41155,0.599218954248366,0,0,NA,0,0,Kiska/Willson,PLUZ,Coniferous Forest,11U,553786,5787928,52.2391,-116.212,1966,785039.343643996,99.9999999999979,65.2809991710654,1381.1162595106,1381.1162595106,No_trail_inbuf,winter
65,2021-04-01,0.458158333333333,0.599218954248366,0,0,NA,0,0,Kiska/Willson,PLUZ,Coniferous Forest,11U,553786,5787928,52.2391,-116.212,1966,785039.343643996,99.9999999999979,65.2809991710654,1381.1162595106,1381.1162595106,No_trail_inbuf,winter
66,2019-12-01,0.188425,0.544874509803922,0,0,3986.6472532,0.507595798970713,0.01023188334195,Kiska/Willson,PLUZ,Water,11U,562877,5788568,52.2439,-116.079,1540,785039.34364413,78.5544172056199,36.3572322773837,68.3636426930501,68.3636426930501,Non-Motorized,winter
66,2020-01-01,0.4332,0.544874509803922,0,0,3986.6472532,0.507595798970713,0.01023188334195,Kiska/Willson,PLUZ,Water,11U,562877,5788568,52.2439,-116.079,1540,785039.34364413,78.5544172056199,36.3572322773837,68.3636426930501,68.3636426930501,Non-Motorized,winter
66,2020-02-01,0.280866666666667,0.544874509803922,0,0,3986.6472532,0.507595798970713,0.01023188334195,Kiska/Willson,PLUZ,Water,11U,562877,5788568,52.2439,-116.079,1540,785039.34364413,78.5544172056199,36.3572322773837,68.3636426930501,68.3636426930501,Non-Motorized,winter
66,2020-03-01,0.1751,0.544874509803922,0,0,3986.6472532,0.507595798970713,0.01023188334195,Kiska/Willson,PLUZ,Water,11U,562877,5788568,52.2439,-116.079,1540,785039.34364413,78.5544172056199,36.3572322773837,68.3636426930501,68.3636426930501,Non-Motorized,winter
66,2020-04-01,0.291325,0.544874509803922,0,0,3986.6472532,0.507595798970713,0.01023188334195,Kiska/Willson,PLUZ,Water,11U,562877,5788568,52.2439,-116.079,1540,785039.34364413,78.5544172056199,36.3572322773837,68.3636426930501,68.3636426930501,Non-Motorized,winter
66,2020-12-01,0.430683333333333,0.544874509803922,0,0,3986.6472532,0.507595798970713,0.01023188334195,Kiska/Willson,PLUZ,Water,11U,562877,5788568,52.2439,-116.079,1540,785039.34364413,78.5544172056199,36.3572322773837,68.3636426930501,68.3636426930501,Non-Motorized,winter
66,2021-01-01,0.530925,0.544874509803922,0,0,3986.6472532,0.507595798970713,0.01023188334195,Kiska/Willson,PLUZ,Water,11U,562877,5788568,52.2439,-116.079,1540,785039.34364413,78.5544172056199,36.3572322773837,68.3636426930501,68.3636426930501,Non-Motorized,winter
66,2021-02-01,0.261858333333333,0.544874509803922,0,0,3986.6472532,0.507595798970713,0.01023188334195,Kiska/Willson,PLUZ,Water,11U,562877,5788568,52.2439,-116.079,1540,785039.34364413,78.5544172056199,36.3572322773837,68.3636426930501,68.3636426930501,Non-Motorized,winter
66,2021-03-01,0.448133333333333,0.544874509803922,0,0,3986.6472532,0.507595798970713,0.01023188334195,Kiska/Willson,PLUZ,Water,11U,562877,5788568,52.2439,-116.079,1540,785039.34364413,78.5544172056199,36.3572322773837,68.3636426930501,68.3636426930501,Non-Motorized,winter
66,2021-04-01,0.525808333333333,0.544874509803922,0,0,3986.6472532,0.507595798970713,0.01023188334195,Kiska/Willson,PLUZ,Water,11U,562877,5788568,52.2439,-116.079,1540,785039.34364413,78.5544172056199,36.3572322773837,68.3636426930501,68.3636426930501,Non-Motorized,winter
67,2019-12-01,0.453983333333333,0.663872222222222,0,0,20212.459748846,2.57353084026774,0,Kiska/Willson,PLUZ,Coniferous Forest,11U,567244,5790347,52.2594,-116.015,1587,785039.343644205,89.893754671333,8.57340578290251,2081.07527680112,2081.07527680112,No_trail_inbuf,winter
67,2020-01-01,0.637608333333333,0.663872222222222,0,0,20212.459748846,2.57353084026774,0,Kiska/Willson,PLUZ,Coniferous Forest,11U,567244,5790347,52.2594,-116.015,1587,785039.343644205,89.893754671333,8.57340578290251,2081.07527680112,2081.07527680112,No_trail_inbuf,winter
67,2020-02-01,0.603483333333333,0.663872222222222,0,0,20212.459748846,2.57353084026774,0,Kiska/Willson,PLUZ,Coniferous Forest,11U,567244,5790347,52.2594,-116.015,1587,785039.343644205,89.893754671333,8.57340578290251,2081.07527680112,2081.07527680112,No_trail_inbuf,winter
67,2020-03-01,0.433866666666667,0.663872222222222,0,0,20212.459748846,2.57353084026774,0,Kiska/Willson,PLUZ,Coniferous Forest,11U,567244,5790347,52.2594,-116.015,1587,785039.343644205,89.893754671333,8.57340578290251,2081.07527680112,2081.07527680112,No_trail_inbuf,winter
67,2020-04-01,0.626408333333333,0.663872222222222,0,0,20212.459748846,2.57353084026774,0,Kiska/Willson,PLUZ,Coniferous Forest,11U,567244,5790347,52.2594,-116.015,1587,785039.343644205,89.893754671333,8.57340578290251,2081.07527680112,2081.07527680112,No_trail_inbuf,winter
67,2020-12-01,0.620283333333333,0.663872222222222,0,0,20212.459748846,2.57353084026774,0,Kiska/Willson,PLUZ,Coniferous Forest,11U,567244,5790347,52.2594,-116.015,1587,785039.343644205,89.893754671333,8.57340578290251,2081.07527680112,2081.07527680112,No_trail_inbuf,winter
67,2021-01-01,0.6571,0.663872222222222,0,0,20212.459748846,2.57353084026774,0,Kiska/Willson,PLUZ,Coniferous Forest,11U,567244,5790347,52.2594,-116.015,1587,785039.343644205,89.893754671333,8.57340578290251,2081.07527680112,2081.07527680112,No_trail_inbuf,winter
67,2021-02-01,0.509641666666667,0.663872222222222,0,0,20212.459748846,2.57353084026774,0,Kiska/Willson,PLUZ,Coniferous Forest,11U,567244,5790347,52.2594,-116.015,1587,785039.343644205,89.893754671333,8.57340578290251,2081.07527680112,2081.07527680112,No_trail_inbuf,winter
67,2021-03-01,0.737183333333333,0.663872222222222,0,0,20212.459748846,2.57353084026774,0,Kiska/Willson,PLUZ,Coniferous Forest,11U,567244,5790347,52.2594,-116.015,1587,785039.343644205,89.893754671333,8.57340578290251,2081.07527680112,2081.07527680112,No_trail_inbuf,winter
67,2021-04-01,0.629316666666667,0.663872222222222,0,0,20212.459748846,2.57353084026774,0,Kiska/Willson,PLUZ,Coniferous Forest,11U,567244,5790347,52.2594,-116.015,1587,785039.343644205,89.893754671333,8.57340578290251,2081.07527680112,2081.07527680112,No_trail_inbuf,winter
68,2019-12-01,0.35335,0.524016806722689,0,0,28937.063952913,3.68438217985187,0,NA,No type,Coniferous Forest,11U,570085,5785269,52.2134,-115.974,1524,785039.343644218,88.8015732909004,74.0243328800161,2897.08078031436,2897.08078031436,No_trail_inbuf,winter
68,2020-01-01,0.400578571428571,0.524016806722689,0,0,28937.063952913,3.68438217985187,0,NA,No type,Coniferous Forest,11U,570085,5785269,52.2134,-115.974,1524,785039.343644218,88.8015732909004,74.0243328800161,2897.08078031436,2897.08078031436,No_trail_inbuf,winter
68,2020-02-01,0.293007142857143,0.524016806722689,0,0,28937.063952913,3.68438217985187,0,NA,No type,Coniferous Forest,11U,570085,5785269,52.2134,-115.974,1524,785039.343644218,88.8015732909004,74.0243328800161,2897.08078031436,2897.08078031436,No_trail_inbuf,winter
68,2020-03-01,0.184171428571429,0.524016806722689,0,0,28937.063952913,3.68438217985187,0,NA,No type,Coniferous Forest,11U,570085,5785269,52.2134,-115.974,1524,785039.343644218,88.8015732909004,74.0243328800161,2897.08078031436,2897.08078031436,No_trail_inbuf,winter
68,2020-04-01,0.333078571428571,0.524016806722689,0,0,28937.063952913,3.68438217985187,0,NA,No type,Coniferous Forest,11U,570085,5785269,52.2134,-115.974,1524,785039.343644218,88.8015732909004,74.0243328800161,2897.08078031436,2897.08078031436,No_trail_inbuf,winter
68,2020-12-01,0.571885714285714,0.524016806722689,0,0,28937.063952913,3.68438217985187,0,NA,No type,Coniferous Forest,11U,570085,5785269,52.2134,-115.974,1524,785039.343644218,88.8015732909004,74.0243328800161,2897.08078031436,2897.08078031436,No_trail_inbuf,winter
68,2021-01-01,0.584021428571429,0.524016806722689,0,0,28937.063952913,3.68438217985187,0,NA,No type,Coniferous Forest,11U,570085,5785269,52.2134,-115.974,1524,785039.343644218,88.8015732909004,74.0243328800161,2897.08078031436,2897.08078031436,No_trail_inbuf,winter
68,2021-02-01,0.249135714285714,0.524016806722689,0,0,28937.063952913,3.68438217985187,0,NA,No type,Coniferous Forest,11U,570085,5785269,52.2134,-115.974,1524,785039.343644218,88.8015732909004,74.0243328800161,2897.08078031436,2897.08078031436,No_trail_inbuf,winter
68,2021-03-01,0.330792857142857,0.524016806722689,0,0,28937.063952913,3.68438217985187,0,NA,No type,Coniferous Forest,11U,570085,5785269,52.2134,-115.974,1524,785039.343644218,88.8015732909004,74.0243328800161,2897.08078031436,2897.08078031436,No_trail_inbuf,winter
68,2021-04-01,0.538914285714286,0.524016806722689,0,0,28937.063952913,3.68438217985187,0,NA,No type,Coniferous Forest,11U,570085,5785269,52.2134,-115.974,1524,785039.343644218,88.8015732909004,74.0243328800161,2897.08078031436,2897.08078031436,No_trail_inbuf,winter
69,2019-12-01,0.11086,0.493163921568627,0,0,24055.743142676,3.06287298193731,0,NA,No type,Coniferous Forest,11U,577273,5790710,52.2613,-115.868,1364,785039.343644047,47.6910921094083,17.7102705187591,2018.85575435172,2018.85575435172,No_trail_inbuf,winter
69,2020-01-01,0.22473,0.493163921568627,0,0,24055.743142676,3.06287298193731,0,NA,No type,Coniferous Forest,11U,577273,5790710,52.2613,-115.868,1364,785039.343644047,47.6910921094083,17.7102705187591,2018.85575435172,2018.85575435172,No_trail_inbuf,winter
69,2020-02-01,0.25062,0.493163921568627,0,0,24055.743142676,3.06287298193731,0,NA,No type,Coniferous Forest,11U,577273,5790710,52.2613,-115.868,1364,785039.343644047,47.6910921094083,17.7102705187591,2018.85575435172,2018.85575435172,No_trail_inbuf,winter
69,2020-03-01,0.13361,0.493163921568627,0,0,24055.743142676,3.06287298193731,0,NA,No type,Coniferous Forest,11U,577273,5790710,52.2613,-115.868,1364,785039.343644047,47.6910921094083,17.7102705187591,2018.85575435172,2018.85575435172,No_trail_inbuf,winter
69,2020-04-01,0.37508,0.493163921568627,0,0,24055.743142676,3.06287298193731,0,NA,No type,Coniferous Forest,11U,577273,5790710,52.2613,-115.868,1364,785039.343644047,47.6910921094083,17.7102705187591,2018.85575435172,2018.85575435172,No_trail_inbuf,winter
69,2020-12-01,0.26853,0.493163921568627,0,0,24055.743142676,3.06287298193731,0,NA,No type,Coniferous Forest,11U,577273,5790710,52.2613,-115.868,1364,785039.343644047,47.6910921094083,17.7102705187591,2018.85575435172,2018.85575435172,No_trail_inbuf,winter
69,2021-01-01,0.39005,0.493163921568627,0,0,24055.743142676,3.06287298193731,0,NA,No type,Coniferous Forest,11U,577273,5790710,52.2613,-115.868,1364,785039.343644047,47.6910921094083,17.7102705187591,2018.85575435172,2018.85575435172,No_trail_inbuf,winter
69,2021-02-01,0.21052,0.493163921568627,0,0,24055.743142676,3.06287298193731,0,NA,No type,Coniferous Forest,11U,577273,5790710,52.2613,-115.868,1364,785039.343644047,47.6910921094083,17.7102705187591,2018.85575435172,2018.85575435172,No_trail_inbuf,winter
69,2021-03-01,0.38631,0.493163921568627,0,0,24055.743142676,3.06287298193731,0,NA,No type,Coniferous Forest,11U,577273,5790710,52.2613,-115.868,1364,785039.343644047,47.6910921094083,17.7102705187591,2018.85575435172,2018.85575435172,No_trail_inbuf,winter
69,2021-04-01,0.47311,0.493163921568627,0,0,24055.743142676,3.06287298193731,0,NA,No type,Coniferous Forest,11U,577273,5790710,52.2613,-115.868,1364,785039.343644047,47.6910921094083,17.7102705187591,2018.85575435172,2018.85575435172,No_trail_inbuf,winter
72,2019-12-01,0.29525,0.56502614379085,0,0,364983.190559946,46.4711128064937,0,NA,No type,Coniferous Forest,11U,599551,5791417,52.2641,-115.541,1295,785039.343644171,60.7778140586358,396.463156345443,2256.85729232508,2256.85729232508,No_trail_inbuf,winter
72,2020-01-01,0.389241666666667,0.56502614379085,0,0,364983.190559946,46.4711128064937,0,NA,No type,Coniferous Forest,11U,599551,5791417,52.2641,-115.541,1295,785039.343644171,60.7778140586358,396.463156345443,2256.85729232508,2256.85729232508,No_trail_inbuf,winter
72,2020-02-01,0.4283,0.56502614379085,0,0,364983.190559946,46.4711128064937,0,NA,No type,Coniferous Forest,11U,599551,5791417,52.2641,-115.541,1295,785039.343644171,60.7778140586358,396.463156345443,2256.85729232508,2256.85729232508,No_trail_inbuf,winter
72,2020-03-01,0.244208333333333,0.56502614379085,0,0,364983.190559946,46.4711128064937,0,NA,No type,Coniferous Forest,11U,599551,5791417,52.2641,-115.541,1295,785039.343644171,60.7778140586358,396.463156345443,2256.85729232508,2256.85729232508,No_trail_inbuf,winter
72,2020-04-01,0.389925,0.56502614379085,0,0,364983.190559946,46.4711128064937,0,NA,No type,Coniferous Forest,11U,599551,5791417,52.2641,-115.541,1295,785039.343644171,60.7778140586358,396.463156345443,2256.85729232508,2256.85729232508,No_trail_inbuf,winter
72,2020-12-01,0.409633333333333,0.56502614379085,0,0,364983.190559946,46.4711128064937,0,NA,No type,Coniferous Forest,11U,599551,5791417,52.2641,-115.541,1295,785039.343644171,60.7778140586358,396.463156345443,2256.85729232508,2256.85729232508,No_trail_inbuf,winter
